date,rain_mm,week,year
2022-05-18,0.0,20,2022
2022-05-19,3.7,20,2022
2022-05-20,0.0,20,2022
2022-05-21,3.5,20,2022
2022-05-22,0.8,20,2022
2022-05-23,0.0,21,2022
2022-05-24,0.0,21,2022
2022-05-25,0.0,21,2022
2022-05-26,0.1,21,2022
2022-05-27,2.4,21,2022
2022-05-28,0.0,21,2022
2022-05-29,0.0,21,2022
2022-05-30,0.0,22,2022
2022-05-31,0.0,22,2022
2022-06-01,4.1,22,2022
2022-06-02,0.0,22,2022
2022-06-03,0.5,22,2022
2022-06-04,0.0,22,2022
2022-06-05,0.2,22,2022
2022-06-06,8.4,23,2022
2022-06-07,21.2,23,2022
2022-06-08,2.1,23,2022
2022-06-09,7.7,23,2022
2022-06-10,0.0,23,2022
2022-06-11,0.0,23,2022
2022-06-12,1.1,23,2022
2022-06-13,0.0,24,2022
2022-06-15,0.0,24,2022
2022-06-16,0.0,24,2022
2022-06-18,0.0,24,2022
2022-06-19,0.0,24,2022
2022-06-20,0.0,25,2022
2022-06-21,0.0,25,2022
2022-06-22,0.0,25,2022
2022-06-23,0.0,25,2022
2022-06-24,0.0,25,2022
2022-06-25,0.0,25,2022
2022-06-26,0.2,25,2022
2022-06-27,0.0,26,2022
2022-06-28,0.0,26,2022
2022-06-29,2.2,26,2022
2022-06-30,0.0,26,2022
2022-07-01,2.3,26,2022
2022-07-02,0.0,26,2022
2022-07-03,0.0,26,2022
2022-07-04,0.0,27,2022
2022-07-05,6.8,27,2022
2022-07-06,0.0,27,2022
2022-07-07,0.0,27,2022
2022-07-08,0.0,27,2022
2022-07-09,0.0,27,2022
2022-07-10,0.0,27,2022
2022-07-11,3.3,28,2022
2022-07-12,0.4,28,2022
2022-07-13,0.0,28,2022
2022-07-14,0.0,28,2022
2022-07-15,0.0,28,2022
2022-07-16,0.0,28,2022
2022-07-17,0.0,28,2022
2022-07-18,25.2,29,2022
2022-07-19,0.0,29,2022
2022-07-20,0.0,29,2022
2022-07-22,0.0,29,2022
2022-07-23,0.0,29,2022
2022-07-24,12.8,29,2022
2022-07-25,0.0,30,2022
2022-07-26,0.0,30,2022
2022-07-27,0.0,30,2022
2022-07-28,0.2,30,2022
2022-07-29,0.0,30,2022
2022-07-30,0.0,30,2022
2022-07-31,0.0,30,2022
2022-08-01,3.7,31,2022
2022-08-02,0.0,31,2022
2022-08-03,0.2,31,2022
2022-08-04,14.2,31,2022
2022-08-05,0.0,31,2022
2022-08-06,0.0,31,2022
2022-08-07,0.0,31,2022
2022-08-08,0.8,32,2022
2022-08-09,0.0,32,2022
2022-08-10,0.0,32,2022
2022-08-11,0.0,32,2022
2022-08-12,0.0,32,2022
2022-08-13,0.0,32,2022
2022-08-14,0.0,32,2022
2022-08-15,0.0,33,2022
2022-08-16,0.0,33,2022
2022-08-17,0.0,33,2022
2022-08-18,0.0,33,2022
2022-08-19,0.0,33,2022
2022-08-20,1.2,33,2022
2022-08-21,10.6,33,2022
2022-08-22,40.0,34,2022
2022-08-23,0.0,34,2022
2022-08-24,0.0,34,2022
2022-08-25,1.5,34,2022
2022-08-26,0.0,34,2022
2022-08-27,0.0,34,2022
2022-08-28,0.0,34,2022
2022-08-29,0.0,35,2022
2022-08-30,3.5,35,2022
2022-08-31,0.0,35,2022
2022-09-01,0.0,35,2022
2022-09-02,0.0,35,2022
2022-09-03,0.0,35,2022
2022-09-04,0.0,35,2022
2022-09-05,0.0,36,2022
2022-09-06,0.0,36,2022
2022-09-07,0.0,36,2022
2022-09-08,0.0,36,2022
2022-09-09,0.0,36,2022
2022-09-10,0.0,36,2022
2022-09-12,4.3,37,2022
2022-09-13,0.0,37,2022
2022-09-14,0.0,37,2022
2022-09-15,0.0,37,2022
2022-09-16,0.0,37,2022
2022-09-17,0.0,37,2022
2022-09-18,3.5,37,2022
2022-09-19,0.0,38,2022
2022-09-20,0.0,38,2022
2022-09-21,0.0,38,2022
2022-09-22,0.0,38,2022
2022-09-23,0.0,38,2022
2022-09-24,0.0,38,2022
2022-09-25,22.7,38,2022
2022-09-26,5.5,39,2022
2022-09-27,4.9,39,2022
2022-09-28,0.0,39,2022
2022-09-29,0.0,39,2022
2022-09-30,0.0,39,2022
2023-05-01,0.8,18,2023
2023-05-02,5.8,18,2023
2023-05-03,4.9,18,2023
2023-05-04,0.0,18,2023
2023-05-05,0.0,18,2023
2023-05-06,0.0,18,2023
2023-05-07,8.9,18,2023
2023-05-08,0.0,19,2023
2023-05-09,0.0,19,2023
2023-05-10,0.0,19,2023
2023-05-11,0.0,19,2023
2023-05-12,0.0,19,2023
2023-05-13,0.0,19,2023
2023-05-14,0.0,19,2023
2023-05-15,0.0,20,2023
2023-05-16,0.0,20,2023
2023-05-17,0.0,20,2023
2023-05-18,0.0,20,2023
2023-05-19,7.0,20,2023
2023-05-20,14.8,20,2023
2023-05-21,0.0,20,2023
2023-05-22,0.0,21,2023
2023-05-23,0.0,21,2023
2023-05-24,0.0,21,2023
2023-05-25,0.0,21,2023
2023-05-26,0.0,21,2023
2023-05-27,0.0,21,2023
2023-05-28,0.0,21,2023
2023-05-29,0.0,22,2023
2023-05-30,0.0,22,2023
2023-05-31,0.0,22,2023
2023-06-01,0.0,22,2023
2023-06-02,2.0,22,2023
2023-06-03,0.0,22,2023
2023-06-04,0.0,22,2023
2023-06-05,0.0,23,2023
2023-06-06,0.0,23,2023
2023-06-07,0.0,23,2023
2023-06-08,0.2,23,2023
2023-06-09,3.0,23,2023
2023-06-10,0.0,23,2023
2023-06-11,6.0,23,2023
2023-06-12,43.8,24,2023
2023-06-13,3.3,24,2023
2023-06-14,6.3,24,2023
2023-06-15,1.4,24,2023
2023-06-16,0.0,24,2023
2023-06-17,0.0,24,2023
2023-06-18,0.0,24,2023
2023-06-19,0.0,25,2023
2023-06-20,0.0,25,2023
2023-06-21,0.0,25,2023
2023-06-22,0.0,25,2023
2023-06-23,4.3,25,2023
2023-06-24,1.2,25,2023
2023-06-25,9.7,25,2023
2023-06-26,9.0,26,2023
2023-06-27,3.6,26,2023
2023-06-28,0.0,26,2023
2023-06-30,0.2,26,2023
2023-07-01,0.0,26,2023
2023-07-02,1.2,26,2023
2023-07-03,4.2,27,2023
2023-07-04,0.0,27,2023
2023-07-05,0.0,27,2023
2023-07-06,0.5,27,2023
2023-07-07,0.0,27,2023
2023-07-08,0.0,27,2023
2023-07-09,0.2,27,2023
2023-07-10,0.0,28,2023
2023-07-11,1.2,28,2023
2023-07-12,0.0,28,2023
2023-07-13,30.0,28,2023
2023-07-14,0.0,28,2023
2023-07-15,9.0,28,2023
2023-07-16,2.8,28,2023
2023-07-17,0.2,29,2023
2023-07-18,0.0,29,2023
2023-07-19,0.0,29,2023
2023-07-20,3.5,29,2023
2023-07-21,0.0,29,2023
2023-07-22,0.0,29,2023
2023-07-23,0.7,29,2023
2023-07-24,0.2,30,2023
2023-07-25,4.0,30,2023
2023-07-26,9.0,30,2023
2023-07-27,22.2,30,2023
2023-07-28,0.0,30,2023
2023-07-29,10.6,30,2023
2023-07-30,0.0,30,2023
2023-07-31,0.0,31,2023
2023-08-01,0.0,31,2023
2023-08-02,0.0,31,2023
2023-08-03,5.5,31,2023
2023-08-04,0.0,31,2023
2023-08-05,0.0,31,2023
2023-08-06,3.2,31,2023
2023-08-07,6.3,32,2023
2023-08-08,0.0,32,2023
2023-08-09,0.0,32,2023
2023-08-10,2.0,32,2023
2023-08-11,0.0,32,2023
2023-08-12,0.5,32,2023
2023-08-13,0.0,32,2023
2023-08-14,0.0,33,2023
2023-08-15,0.4,33,2023
2023-08-16,0.0,33,2023
2023-08-17,6.8,33,2023
2023-08-18,0.0,33,2023
2023-08-19,0.0,33,2023
2023-08-20,0.0,33,2023
2023-08-21,0.0,34,2023
2023-08-22,0.0,34,2023
2023-08-23,2.4,34,2023
2023-08-25,0.0,34,2023
2023-08-26,2.0,34,2023
2023-08-27,0.0,34,2023
2023-08-28,0.0,35,2023
2023-08-29,2.5,35,2023
2023-08-30,0.0,35,2023
2023-08-31,0.0,35,2023
2023-09-01,0.0,35,2023
2023-09-02,0.0,35,2023
2023-09-03,0.0,35,2023
2023-09-04,0.0,36,2023
2023-09-05,0.0,36,2023
2023-09-06,1.2,36,2023
2023-09-07,5.7,36,2023
2023-09-08,0.0,36,2023
2023-09-09,0.0,36,2023
2023-09-10,0.0,36,2023
2023-09-11,0.0,37,2023
2023-09-12,3.7,37,2023
2023-09-13,0.0,37,2023
2023-09-14,0.0,37,2023
2023-09-15,0.0,37,2023
2023-09-16,0.0,37,2023
2023-09-17,0.8,37,2023
2023-09-18,0.7,38,2023
2023-09-19,0.0,38,2023
2023-09-20,0.0,38,2023
2023-09-21,0.0,38,2023
2023-09-22,0.0,38,2023
2023-09-23,0.0,38,2023
2023-09-24,0.0,38,2023
2023-09-25,0.0,39,2023
2023-09-26,0.0,39,2023
2023-09-27,0.0,39,2023
2023-09-28,2.5,39,2023
2023-09-29,0.2,39,2023
2023-09-30,0.0,39,2023
2024-05-01,0.2,18,2024
2024-05-02,0.0,18,2024
2024-05-03,3.2,18,2024
2024-05-04,0.0,18,2024
2024-05-05,2.9,18,2024
2024-05-06,0.0,19,2024
2024-05-07,4.5,19,2024
2024-05-08,0.7,19,2024
2024-05-09,0.0,19,2024
2024-05-10,0.0,19,2024
2024-05-11,1.7,19,2024
2024-05-12,0.0,19,2024
2024-05-13,0.2,20,2024
2024-05-14,0.0,20,2024
2024-05-15,0.0,20,2024
2024-05-16,0.0,20,2024
2024-05-17,7.0,20,2024
2024-05-18,0.2,20,2024
2024-05-19,0.0,20,2024
2024-05-20,0.0,21,2024
2024-05-21,0.0,21,2024
2024-05-22,0.0,21,2024
2024-05-23,0.2,21,2024
2024-05-24,0.0,21,2024
2024-05-25,7.4,21,2024
2024-05-26,3.3,21,2024
2024-05-27,23.1,22,2024
2024-05-28,12.1,22,2024
2024-05-29,0.0,22,2024
2024-05-30,0.0,22,2024
2024-05-31,0.0,22,2024
2024-06-01,0.0,22,2024
2024-06-02,3.0,22,2024
2024-06-03,0.2,23,2024
2024-06-04,0.0,23,2024
2024-06-05,1.4,23,2024
2024-06-06,1.9,23,2024
2024-06-07,4.7,23,2024
2024-06-08,4.3,23,2024
2024-06-09,3.0,23,2024
2024-06-10,0.0,24,2024
2024-06-11,0.0,24,2024
2024-06-12,0.0,24,2024
2024-06-13,4.2,24,2024
2024-06-14,0.0,24,2024
2024-06-15,0.0,24,2024
2024-06-16,0.0,24,2024
2024-06-17,0.0,25,2024
2024-06-18,15.1,25,2024
2024-06-19,0.0,25,2024
2024-06-20,54.5,25,2024
2024-06-21,1.7,25,2024
2024-06-22,2.9,25,2024
2024-06-23,0.2,25,2024
2024-06-24,0.0,26,2024
2024-06-25,0.0,26,2024
2024-06-26,4.3,26,2024
2024-06-27,0.0,26,2024
2024-06-28,0.0,26,2024
2024-06-29,20.7,26,2024
2024-06-30,0.0,26,2024
2024-07-01,0.0,27,2024
2024-07-02,0.0,27,2024
2024-07-03,0.0,27,2024
2024-07-04,0.0,27,2024
2024-07-05,1.0,27,2024
2024-07-06,0.0,27,2024
2024-07-07,0.0,27,2024
2024-07-08,0.0,28,2024
2024-07-09,0.0,28,2024
2024-07-10,47.2,28,2024
2024-07-11,1.3,28,2024
2024-07-12,7.8,28,2024
2024-07-13,0.2,28,2024
2024-07-14,2.2,28,2024
2024-07-15,34.3,29,2024
2024-07-16,87.0,29,2024
2024-07-17,0.0,29,2024
2024-07-18,0.0,29,2024
2024-07-19,0.0,29,2024
2024-07-20,0.0,29,2024
2024-07-21,0.0,29,2024
2024-07-22,0.0,30,2024
2024-07-23,0.0,30,2024
2024-07-24,11.1,30,2024
2024-07-25,1.3,30,2024
2024-07-26,0.0,30,2024
2024-07-27,0.0,30,2024
2024-07-28,0.0,30,2024
2024-07-29,0.0,31,2024
2024-07-30,0.0,31,2024
2024-07-31,1.8,31,2024
2024-08-01,0.4,31,2024
2024-08-02,0.0,31,2024
2024-08-03,0.0,31,2024
2024-08-04,0.0,31,2024
2024-08-05,7.1,32,2024
2024-08-06,0.9,32,2024
2024-08-07,0.0,32,2024
2024-08-08,0.0,32,2024
2024-08-09,7.4,32,2024
2024-08-10,0.0,32,2024
2024-08-11,1.0,32,2024
2024-08-12,0.5,33,2024
2024-08-13,0.0,33,2024
2024-08-14,0.0,33,2024
2024-08-15,0.0,33,2024
2024-08-16,4.5,33,2024
2024-08-17,0.0,33,2024
2024-08-18,1.7,33,2024
2024-08-19,0.0,34,2024
2024-08-20,0.0,34,2024
2024-08-21,0.0,34,2024
2024-08-22,0.0,34,2024
2024-08-23,0.0,34,2024
2024-08-24,0.0,34,2024
2024-08-25,0.0,34,2024
2024-08-26,0.0,35,2024
2024-08-27,0.0,35,2024
2024-08-28,0.0,35,2024
2024-08-29,0.0,35,2024
2024-08-30,3.6,35,2024
2024-08-31,4.5,35,2024
2024-09-01,0.0,35,2024
2024-09-02,0.0,36,2024
2024-09-03,0.0,36,2024
2024-09-04,0.0,36,2024
2024-09-05,0.0,36,2024
2024-09-06,5.2,36,2024
2024-09-07,3.7,36,2024
2024-09-08,0.0,36,2024
2024-09-09,1.0,37,2024
2024-09-10,0.0,37,2024
2024-09-11,0.0,37,2024
2024-09-12,0.0,37,2024
2024-09-13,0.0,37,2024
2024-09-14,0.0,37,2024
2024-09-15,0.0,37,2024
2024-09-16,0.0,38,2024
2024-09-17,0.0,38,2024
2024-09-18,0.0,38,2024
2024-09-19,0.0,38,2024
2024-09-20,0.0,38,2024
2024-09-21,1.2,38,2024
2024-09-22,0.0,38,2024
2024-09-23,14.2,39,2024
2024-09-24,11.5,39,2024
2024-09-25,3.2,39,2024
2024-09-26,0.0,39,2024
2024-09-27,0.0,39,2024
2024-09-28,1.3,39,2024
2024-09-29,0.0,39,2024
2024-09-30,0.0,40,2024
2025-05-01,12.0,18,2025
2025-05-02,0.2,18,2025
2025-05-03,0.0,18,2025
2025-05-04,0.0,18,2025
2025-05-05,1.7,19,2025
2025-05-06,0.6,19,2025
2025-05-07,0.0,19,2025
2025-05-08,0.0,19,2025
2025-05-09,0.0,19,2025
2025-05-10,0.0,19,2025
2025-05-11,0.0,19,2025
2025-05-12,0.0,20,2025
2025-05-13,6.5,20,2025
2025-05-14,1.0,20,2025
2025-05-15,0.0,20,2025
2025-05-16,9.5,20,2025
2025-05-17,0.2,20,2025
2025-05-18,0.0,20,2025
2025-05-19,0.2,21,2025
2025-05-20,0.0,21,2025
2025-05-21,21.2,21,2025
2025-05-22,25.5,21,2025
2025-05-23,1.6,21,2025
2025-05-24,0.4,21,2025
2025-05-25,6.0,21,2025
2025-05-26,0.0,22,2025
2025-05-27,0.0,22,2025
2025-05-28,3.4,22,2025
2025-05-29,0.8,22,2025
2025-05-30,0.0,22,2025
2025-05-31,0.0,22,2025
2025-06-01,0.0,22,2025
2025-06-02,0.0,23,2025
2025-06-03,0.0,23,2025
2025-06-04,5.2,23,2025
2025-06-05,1.2,23,2025
2025-06-06,0.0,23,2025
2025-06-07,0.0,23,2025
2025-06-08,0.2,23,2025
2025-06-09,0.7,24,2025
2025-06-10,0.0,24,2025
2025-06-11,0.0,24,2025
2025-06-12,0.0,24,2025
2025-06-13,0.0,24,2025
2025-06-14,0.0,24,2025
2025-06-15,0.0,24,2025
2025-06-16,0.0,25,2025
2025-06-17,0.0,25,2025
2025-06-18,14.4,25,2025
2025-06-19,0.2,25,2025
2025-06-20,0.0,25,2025
2025-06-21,0.0,25,2025
2025-06-22,0.0,25,2025
2025-06-23,0.0,26,2025
2025-06-24,0.0,26,2025
2025-06-25,0.0,26,2025
2025-06-26,4.4,26,2025
2025-06-27,3.6,26,2025
2025-06-28,0.0,26,2025
2025-06-29,0.0,26,2025
2025-06-30,10.8,27,2025
2025-07-01,0.0,27,2025
2025-07-02,0.0,27,2025
2025-07-03,0.0,27,2025
2025-07-04,0.0,27,2025
2025-07-05,3.0,27,2025
2025-07-06,0.0,27,2025
2025-07-07,0.0,28,2025
2025-07-08,0.0,28,2025
2025-07-09,0.2,28,2025
2025-07-10,0.2,28,2025
2025-07-11,0.0,28,2025
2025-07-12,0.0,28,2025
2025-07-13,9.1,28,2025
2025-07-14,0.0,29,2025
2025-07-15,0.0,29,2025
2025-07-16,0.0,29,2025
2025-07-17,0.0,29,2025
2025-07-18,0.0,29,2025
2025-07-19,0.0,29,2025
2025-07-20,42.7,29,2025
2025-07-21,0.0,30,2025
2025-07-22,0.0,30,2025
2025-07-23,0.0,30,2025
2025-07-24,4.5,30,2025
2025-07-25,0.2,30,2025
2025-07-26,3.1,30,2025
2025-07-27,0.0,30,2025
2025-07-28,0.0,31,2025
2025-07-29,0.0,31,2025
2025-07-30,0.0,31,2025
2025-07-31,3.0,31,2025
2025-08-01,0.0,31,2025
2025-08-02,0.0,31,2025
2025-08-03,0.0,31,2025
2025-08-04,0.0,32,2025
2025-08-05,0.0,32,2025
2025-08-06,0.0,32,2025
2025-08-07,0.0,32,2025
2025-08-08,0.0,32,2025
2025-08-09,0.0,32,2025
2025-08-10,0.0,32,2025
2025-08-11,0.0,33,2025
2025-08-12,6.8,33,2025
2025-08-13,6.1,33,2025
2025-08-14,0.0,33,2025
2025-08-15,0.0,33,2025
2025-08-16,0.0,33,2025
2025-08-17,14.6,33,2025
2025-08-18,0.0,34,2025
2025-08-19,16.4,34,2025
2025-08-20,0.4,34,2025
2025-08-21,0.0,34,2025
2025-08-22,0.0,34,2025
2025-08-23,0.5,34,2025
2025-08-24,4.8,34,2025
2025-08-25,0.8,35,2025
2025-08-26,7.5,35,2025
2025-08-27,0.0,35,2025
2025-08-28,6.8,35,2025
2025-08-29,0.0,35,2025
2025-08-30,0.0,35,2025
2025-08-31,0.0,35,2025
2025-09-01,0.0,36,2025
2025-09-02,0.0,36,2025
2025-09-03,1.2,36,2025
2025-09-04,25.0,36,2025
2025-09-05,0.0,36,2025
2025-09-06,0.0,36,2025
2025-09-07,0.0,36,2025
2025-09-08,0.0,37,2025
2025-09-09,0.0,37,2025
2025-09-10,0.0,37,2025
2025-09-11,0.0,37,2025
2025-09-13,0.0,37,2025
2025-09-14,0.0,37,2025
2025-09-15,0.0,38,2025
2025-09-16,0.0,38,2025
2025-09-17,0.0,38,2025
2025-09-20,0.0,38,2025
2025-09-21,14.3,38,2025
2025-09-22,5.2,39,2025
2025-09-23,5.0,39,2025
2025-09-24,11.8,39,2025
2025-09-25,5.2,39,2025
2025-09-26,0.0,39,2025
2025-09-27,0.0,39,2025
2025-09-28,0.0,39,2025
2025-09-29,0.0,40,2025
2025-09-30,0.0,40,2025
